aliases,avg_confidence,confidence_values,evidence_texts,fusion_status,id,label,mention_count,name,needs_review,normalized_name,rationales,source_cases,source_entity_ids,source_span_ids,vote_summaries
"['吊物坠落伤人事故', '吊物坠落伤人']",,[],[],canonical,AccidentCase:canonical:a262b04595ad9bea9c231bc33c72e999,AccidentCase,,吊物坠落伤人事故,False,吊物坠落伤人事故,[],['HCA-6280b67279'],['AccidentCase:HCA-6280b67279'],[],[]
['钢筋安装任务'],,[],['施工单位B在发电引水隧洞进水塔处承担1号机79.5~181m高程的钢筋安装任务。'],canonical,ConstructionActivity:canonical:1691511587a4ff678f06304c68bf0e4d,ConstructionActivity,,钢筋安装任务,False,钢筋安装任务,['施工单位B在发电引水隧洞进水塔处进行钢筋安装任务。'],['HCA-6280b67279'],['ConstructionActivity:1691511587a4ff678f06304c68bf0e4d'],['3—004'],[]
['发电引水隧洞进水塔'],,[],['施工单位B在发电引水隧洞进水塔处承担1号机79.5~181m高程的钢筋安装任务。'],canonical,EngineeringObject:canonical:3ae68743723485247fda427fb6e68665,EngineeringObject,,发电引水隧洞进水塔,False,发电引水隧洞进水塔,['事故发生地点，施工单位B在此处进行钢筋安装任务。'],['HCA-6280b67279'],['EngineeringObject:3ae68743723485247fda427fb6e68665'],['3—004'],[]
['职工安全意识和自我保护能力差'],,[],['职工的安全意识和自我保护能力差，在施工作业区内就餐，不戴安全帽。'],canonical,SafetyCultureDefect:canonical:3384f5213fe65ef135c675edfb749b15,SafetyCultureDefect,,职工安全意识和自我保护能力差,False,职工安全意识和自我保护能力差,['间接原因之一，职工未戴安全帽且在施工作业区内就餐，缺乏安全意识。'],['HCA-6280b67279'],['SafetyCultureDefect:3384f5213fe65ef135c675edfb749b15'],['3—004'],[]
['塔吊司机违反“十不吊”规定'],,[],['塔吊司机的作业职责未完全尽到，在起重作业规定中明确指出“十不吊”，严重违反规范。'],canonical,UnsafeAction:canonical:3f4acd899b685b987293e6cd62e4db75,UnsafeAction,,塔吊司机违反“十不吊”规定,False,塔吊司机违反“十不吊”规定,['间接原因之一，塔吊司机未遵守起重作业规定，导致事故发生。'],['HCA-6280b67279'],['UnsafeAction:3f4acd899b685b987293e6cd62e4db75'],['3—004'],[]
['C5015塔吊'],,[],['同时，重视在用的 C5015塔吊的安全防护装置，各项指标要符合规定。'],canonical,EquipmentFacility:canonical:951baa504c1edbb7420ef92021f7e830,EquipmentFacility,,C5015塔吊,False,C5015塔吊,['事故中提到的塔吊设备，需加强安全防护装置的检查和维护。'],['HCA-6280b67279'],['EquipmentFacility:951baa504c1edbb7420ef92021f7e830'],['3—004'],[]
"['起重作业安全规程', '起重作业操作规程']",0.0,[],"['违反起重作业安全规程，捆绑吊运人员不懂起重技术，吊索与吊点选择错误。', '严格按起重作业的操作规程作业']",canonical,PreventiveMeasure:canonical:65b725c462cfb40d5e0ccb4b3d810dd0,PreventiveMeasure,2,起重作业安全规程,True,起重作业安全规程,"['起重作业的安全规程，要求正确选择吊索和吊点以防止事故。', '事故后提出的预防措施，要求严格按照操作规程进行起重作业。']","['HCA-6280b67279', 'HCA-2fd327f0fa']","['PreventiveMeasure:65b725c462cfb40d5e0ccb4b3d810dd0', 'PreventiveMeasure:58b26c0aef397f0dd8e492dc2f8d081c']","['3—004', '预防措施']",[]
['土建施工散件起重吊运作业安全管理方法'],,[],['《土建施工散件起重吊运作业安全管理方法》规定，要根据起吊重物的大小和形状正确选择吊索，钢筋绳的直径应满足所承受荷载的许用拉力。'],canonical,PreventiveMeasure:canonical:ee2e61d9c235836c31cc7a129c9dcd2a,PreventiveMeasure,,土建施工散件起重吊运作业安全管理方法,False,土建施工散件起重吊运作业安全管理方法,['土建施工中起重吊运作业的安全管理方法，规定了吊索和吊点的选择要求。'],['HCA-6280b67279'],['PreventiveMeasure:ee2e61d9c235836c31cc7a129c9dcd2a'],['3—004'],[]
['信号人员未经过起重作业安全技术培训'],,[],['信号人员应经过起重作业安全技术培训。王不具备起重作业和指挥作业的资格，虽出于工作责任心，但酿成事故。'],canonical,SafetyCapabilityDefect:canonical:45f243da1b3b717f0c563bcfd17de603,SafetyCapabilityDefect,,信号人员未经过起重作业安全技术培训,False,信号人员未经过起重作业安全技术培训,['间接原因之一，信号人员未经过起重作业安全技术培训，缺乏专业能力。'],['HCA-6280b67279'],['SafetyCapabilityDefect:45f243da1b3b717f0c563bcfd17de603'],['3—004'],[]
['吊索与吊点选择错误'],,[],['吊索与吊点选择错误'],canonical,SafetyCapabilityDefect:canonical:60fc9fbaa21d85caedd299b5e0f980b1,SafetyCapabilityDefect,,吊索与吊点选择错误,False,吊索与吊点选择错误,['原文明确指出捆绑吊运人员不懂起重技术，违反起重作业安全规程，属于习惯性违章行为。'],['HCA-6280b67279'],['SafetyCapabilityDefect:60fc9fbaa21d85caedd299b5e0f980b1'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
"['起吊途中钢筋滑落伤亡事故', '起吊途中钢筋滑落伤亡']",,[],[],canonical,AccidentCase:canonical:0ac4997c9ef67166a5a8c362d1550b5f,AccidentCase,,起吊途中钢筋滑落伤亡事故,False,起吊途中钢筋滑落伤亡事故,[],['HCA-94db225324'],['AccidentCase:HCA-94db225324'],[],[]
['噪声严重超标'],,[],['施工环境不良，噪声严重超标，致使仓号内部分施工人员未听到信号'],canonical,EnvironmentCondition:canonical:4861007ab0119be964447937b6f7daf0,EnvironmentCondition,,噪声严重超标,False,噪声严重超标,['施工环境噪声严重超标，导致部分人员未听到避让信号，间接促成事故发生。'],['HCA-94db225324'],['EnvironmentCondition:4861007ab0119be964447937b6f7daf0'],['事故原因'],[]
['门机起升扒杆'],,[],['因扒杆变幅震动造成未捆绑好的钢筋滑落'],canonical,EquipmentFacility:canonical:3403d251316d616eaa637252b7017068,EquipmentFacility,,门机起升扒杆,False,门机起升扒杆,['门机起升扒杆过程中因震动导致未捆绑好的钢筋滑落，直接促成事故发生。'],['HCA-94db225324'],['EquipmentFacility:3403d251316d616eaa637252b7017068'],['事故原因'],[]
['施工人员未撤离'],,[],['其中一部分人员听到信号后撤离工作面，一部分人员未听到信号，仍在继续工作'],canonical,UnsafeAction:canonical:efc178ea8e93fe763fca76064c369f86,UnsafeAction,,施工人员未撤离,True,施工人员未撤离,['部分施工人员未听到避让信号，未及时撤离工作面，间接导致事故发生。'],['HCA-94db225324'],['UnsafeAction:efc178ea8e93fe763fca76064c369f86'],['事故经过'],[]
['4号Ⅳ45—2仓号'],,[],['某电站主厂房4号Ⅳ45—2仓号'],canonical,ConstructionActivity:canonical:7db951eff9faec0899c4a69bcfd18d2e,ConstructionActivity,,4号Ⅳ45—2仓号,False,4号Ⅳ45—2仓号,['事故发生的具体施工区域，位于某电站主厂房。'],['HCA-94db225324'],['ConstructionActivity:7db951eff9faec0899c4a69bcfd18d2e'],['事故经过'],[]
['吊料人员检查不仔细'],,[],['吊料人员在起吊作业前对钢筋的捆扎情况检查不仔细'],canonical,UnsafeAction:canonical:0e2e80b9e751593a3b03a1c8a0b21424,UnsafeAction,,吊料人员检查不仔细,False,吊料人员检查不仔细,['吊料人员在起吊作业前未仔细检查钢筋捆扎情况，导致事故发生。'],['HCA-94db225324'],['UnsafeAction:0e2e80b9e751593a3b03a1c8a0b21424'],['事故原因'],[]
['互相监护不够'],,[],['管理不严，互相之间监护不够'],canonical,SafetyCultureDefect:canonical:10907b3648deeb49074b8f3cb3cc837c,SafetyCultureDefect,,互相监护不够,False,互相监护不够,['施工人员之间未能有效互相监护，间接导致事故发生。'],['HCA-94db225324'],['SafetyCultureDefect:10907b3648deeb49074b8f3cb3cc837c'],['事故原因'],[]
['钢筋捆扎检查不仔细'],,[],['吊料人员在起吊作业前对钢筋的捆扎情况检查不仔细'],canonical,SafetyCapabilityDefect:canonical:8580f2cf7c1189bb739a1f587cd0c62c,SafetyCapabilityDefect,,钢筋捆扎检查不仔细,False,钢筋捆扎检查不仔细,['原文明确指出吊料人员未仔细检查钢筋捆扎情况，表明其对安全规程或设备使用要求的知识不足。该行为直接导致钢筋滑落事故。'],['HCA-94db225324'],['SafetyCapabilityDefect:8580f2cf7c1189bb739a1f587cd0c62c'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
"['卡具滑脱伤人事故', '卡具滑脱伤人']",,[],[],canonical,AccidentCase:canonical:ff31a7ad99731e9e22a855dfe4501bd1,AccidentCase,,卡具滑脱伤人事故,False,卡具滑脱伤人事故,[],['HCA-f7fc220ea4'],['AccidentCase:HCA-f7fc220ea4'],[],[]
['起吊大型重物中安全意识淡薄'],,[],['起作业人员A在起吊大型重物中安全意识淡薄，起吊前没有全面认真检查所用一切工具及卡点位置偏差情况'],canonical,UnsafeAction:canonical:a98799816c746df4b9de4b50fa0576f6,UnsafeAction,,起吊大型重物中安全意识淡薄,False,起吊大型重物中安全意识淡薄,['起作业人员A未认真检查工具及卡点位置，盲目指挥起吊，直接导致事故发生。'],['HCA-f7fc220ea4'],['UnsafeAction:a98799816c746df4b9de4b50fa0576f6'],['事故原因'],[]
['吊装现场'],,[],['吊装卷制现场'],canonical,EngineeringObject:canonical:22f4ac8a1dbf61220b47de773a7de208,EngineeringObject,,吊装现场,False,吊装现场,['事故发生的主要作业场所，涉及钢板吊装和卷制工作。'],['HCA-f7fc220ea4'],['EngineeringObject:22f4ac8a1dbf61220b47de773a7de208'],['事故经过'],[]
['车间负作业人员B'],,[],['车间负作业人员B、工作业人员C作为施工现场领导和技术干部，起吊前对现场检查不够，对设备及卡点位置检查不周。'],canonical,SafetyManagementDefect:canonical:df495f7d2e55071b0903c66a8f5f6735,SafetyManagementDefect,,车间负作业人员B,False,车间负作业人员B,['车间负作业人员B未对现场进行充分检查，间接导致事故发生。'],['HCA-f7fc220ea4'],['SafetyManagementDefect:df495f7d2e55071b0903c66a8f5f6735'],['事故原因'],[]
['工作业人员C'],,[],['车间负作业人员B、工作业人员C作为施工现场领导和技术干部，起吊前对现场检查不够，对设备及卡点位置检查不周。'],canonical,SafetyManagementDefect:canonical:80989b120fafa5ce17e5dee5b8716cfe,SafetyManagementDefect,,工作业人员C,False,工作业人员C,['工作业人员C未对现场进行充分检查，间接导致事故发生。'],['HCA-f7fc220ea4'],['SafetyManagementDefect:80989b120fafa5ce17e5dee5b8716cfe'],['事故原因'],[]
['扒杆反弹'],,[],['门机失重，扒杆反弹'],canonical,AccidentProcess:canonical:87eaf5def1461a5d3f79bd043a17dee9,AccidentProcess,,扒杆反弹,False,扒杆反弹,['扒杆反弹是门机失重后发生的危险过程，进一步加剧了事故的严重性。'],['HCA-f7fc220ea4'],['AccidentProcess:87eaf5def1461a5d3f79bd043a17dee9'],['事故经过'],[]
['吊装物首部右侧4m左右、高60cm钢板垛'],,[],['站在离吊装物首部右侧4m 左右、高60cm钢板垛作业人员J击倒'],canonical,EngineeringObject:canonical:9352120d8a8f0486e735bd22c9ca1ab0,EngineeringObject,,吊装物首部右侧4m左右、高60cm钢板垛,False,吊装物首部右侧4m左右、高60cm钢板垛,['事故中受害者站立的位置，是事故发生的关键场所之一。'],['HCA-f7fc220ea4'],['EngineeringObject:9352120d8a8f0486e735bd22c9ca1ab0'],['事故经过'],[]
"['吊物撞击伤害事故', '吊物撞击伤害']",,[],[],canonical,AccidentCase:canonical:b8cecc070310cbdf80b3c328da85e7f2,AccidentCase,,吊物撞击伤害事故,False,吊物撞击伤害事故,[],['HCA-b975fe387f'],['AccidentCase:HCA-b975fe387f'],[],[]
['主坝拦污栅'],,[],['发生地点：某枢纽工程主坝15号坝段栏污栅'],canonical,EngineeringObject:canonical:f88577bd3c4c07d5ee9d2fb2eb5a9f90,EngineeringObject,,主坝拦污栅,False,主坝拦污栅,['事故发生地点为主坝拦污栅顶部，事故与该工程对象的施工活动相关。'],['HCA-b975fe387f'],['EngineeringObject:f88577bd3c4c07d5ee9d2fb2eb5a9f90'],['事故案例 3—007'],[]
['多工种配合作业'],,[],['多工种配合作业，在规定范围之内统一工作统一信号、统一指挥，密切配合'],canonical,PreventiveMeasure:canonical:05599cf0f9d31880a19579a254bce2ca,PreventiveMeasure,,多工种配合作业,False,多工种配合作业,['建议在规定范围内统一工作、统一信号、统一指挥，密切配合以减少事故风险。'],['HCA-b975fe387f'],['PreventiveMeasure:05599cf0f9d31880a19579a254bce2ca'],['预防措施'],[]
['缆机报话员距信号工较远'],,[],['缆机报话员距信号工较远'],canonical,EnvironmentCondition:canonical:11abe9b85bc669761ec3424432b1f819,EnvironmentCondition,,缆机报话员距信号工较远,False,缆机报话员距信号工较远,['缆机报话员与信号工之间的距离较远，导致配合不当，增加了事故风险。'],['HCA-b975fe387f'],['EnvironmentCondition:11abe9b85bc669761ec3424432b1f819'],['事故原因'],[]
['施工单位B浇筑大队'],,[],['施工单位B浇筑大队安排混凝土信作业人员'],canonical,ConstructionActivity:canonical:a8022494676f135609b77e21821c4e87,ConstructionActivity,,施工单位B浇筑大队,False,施工单位B浇筑大队,['施工单位B浇筑大队安排了混凝土信作业人员进行材料回收作业。'],['HCA-b975fe387f'],['ConstructionActivity:a8022494676f135609b77e21821c4e87'],['事故经过'],[]
['机电大队3号缆机'],,[],['机电大队3号缆机配合吊运材料'],canonical,EquipmentFacility:canonical:4ab1c41b72997d0d58851c53712dcb33,EquipmentFacility,,机电大队3号缆机,False,机电大队3号缆机,['事故中使用的设备为机电大队3号缆机，用于吊运材料。'],['HCA-b975fe387f'],['EquipmentFacility:4ab1c41b72997d0d58851c53712dcb33'],['事故经过'],[]
['横向联系梁'],,[],['横向联系梁'],canonical,EngineeringObject:canonical:fcc5d675b0f8d0eb64167d271e8147a0,EngineeringObject,,横向联系梁,False,横向联系梁,['事故发生时，作业人员站立和行走的工程对象为横向联系梁。'],['HCA-b975fe387f'],['EngineeringObject:fcc5d675b0f8d0eb64167d271e8147a0'],['事故经过'],[]
['材料晃动'],,[],['材料晃动'],canonical,UnsafeObjectState:canonical:6842bd5df7a35ddee0de9729ef530d26,UnsafeObjectState,,材料晃动,False,材料晃动,['吊运材料过程中，材料晃动是导致事故的直接原因之一。'],['HCA-b975fe387f'],['UnsafeObjectState:6842bd5df7a35ddee0de9729ef530d26'],['事故原因'],[]
['工作场地狭窄'],,[],['施工环境不良，工作场地狭窄'],canonical,UnsafeObjectState:canonical:bf7c440e9755cf119d579a23748b406e,UnsafeObjectState,,工作场地狭窄,True,工作场地狭窄,['原文明确指出施工环境不良、场地狭窄，属于物的不安全状态，直接影响事故发生。'],['HCA-b975fe387f'],['UnsafeObjectState:bf7c440e9755cf119d579a23748b406e'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['工作场地狭窄'],,[],['施工环境不良，工作场地狭窄'],canonical,SafetyManagementDefect:canonical:58de35b5952015a5cb97e8e4e506d838,SafetyManagementDefect,,工作场地狭窄,False,工作场地狭窄,['原文明确指出施工环境不良和场地狭窄影响了作业协调，属于组织协调失效的表现。'],['HCA-b975fe387f'],['SafetyManagementDefect:58de35b5952015a5cb97e8e4e506d838'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['100'],,[],[],canonical,AccidentCase:canonical:7c201c4ea78426a8e159d3213ce841a1,AccidentCase,,100,False,100,[],['HCA-66eb635877'],['AccidentCase:HCA-66eb635877'],[],[]
"['上、下交叉作业安全防护措施不到位', '上、下交叉作业安全防护措施']",,[],['现场上、下交叉作业安全防护措施不到位'],canonical,SafetyManagementDefect:canonical:2d43da0bb44d6b9d50ad7cf453fa4c54,SafetyManagementDefect,,上、下交叉作业安全防护措施,True,上、下交叉作业安全防护措施,['现场未做好交叉作业的安全防护措施，导致职工冒险施工，增加事故风险。'],['HCA-66eb635877'],['SafetyManagementDefect:c33c82e6fdbf41d3542bfe84c8fe584d'],['事故原因'],[]
"['人随值班室一起坠落伤亡事故', '人随值班室一起坠落伤亡']",,[],[],canonical,AccidentCase:canonical:bc647592dce232c2a37884e3c2eb29aa,AccidentCase,,人随值班室一起坠落伤亡事故,False,人随值班室一起坠落伤亡事故,[],['HCA-f103056e95'],['AccidentCase:HCA-f103056e95'],[],[]
['加强全员安全意识'],,[],['加强全员的安全意识，增强预防事故的能力。'],canonical,PreventiveMeasure:canonical:4cc96d6fb3a82f34f3f680a9ab9c1d2a,PreventiveMeasure,,加强全员安全意识,True,加强全员安全意识,['通过增强全员安全意识，预防类似事故的发生。'],['HCA-f103056e95'],['PreventiveMeasure:4cc96d6fb3a82f34f3f680a9ab9c1d2a'],['预防措施'],[]
['技术整改缆机隐患'],,[],['对缆机运行中出现的一些不安全因素，应从技术方面提出对策措施，报总工批准后实施，以保证尾工时期正常安全生产秩序。'],canonical,PreventiveMeasure:canonical:4adb9dc59878bd3a0051894279d0d9aa,PreventiveMeasure,,技术整改缆机隐患,False,技术整改缆机隐患,['通过技术手段整改缆机运行中的不安全因素，确保安全生产秩序。'],['HCA-f103056e95'],['PreventiveMeasure:4adb9dc59878bd3a0051894279d0d9aa'],['预防措施'],[]
['缆机主绳未及时紧绳'],,[],['缆机自1993年安装投产后，主绳没有紧过，下垂度已达到了极限。'],canonical,SafetyCapabilityDefect:canonical:beef8db104387b8484fd30c01d0d26b1,SafetyCapabilityDefect,,缆机主绳未及时紧绳,False,缆机主绳未及时紧绳,['长期未紧绳导致隐患积累，属于不良安全习惯的表现。'],['HCA-f103056e95'],['SafetyCapabilityDefect:beef8db104387b8484fd30c01d0d26b1'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['修订安全生产规章制度并完善操作规程'],,[],['及时修订安全生产规章制度，完善各工种操作规程'],canonical,PreventiveMeasure:canonical:bb782a01a06bfb6f466722df2c82a3f7,PreventiveMeasure,,修订安全生产规章制度并完善操作规程,False,修订安全生产规章制度并完善操作规程,['原文明确提出修订规章制度和完善操作规程作为预防措施，符合防控措施的定义。'],['HCA-f103056e95'],['PreventiveMeasure:bb782a01a06bfb6f466722df2c82a3f7'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
"['违章行为导致挤压事故', '违章行为导致挤压']",,[],[],canonical,AccidentCase:canonical:03545135a229b2e7361a4139245a5139,AccidentCase,,违章行为导致挤压事故,False,违章行为导致挤压事故,[],['HCA-805835d185'],['AccidentCase:HCA-805835d185'],[],[]
"['桥机设计缺陷', '桥机设计']",,[],['桥机本身还存在着一定的缺陷。'],canonical,UnsafeObjectState:canonical:3fda9832b607bd60ffbe253ea0036c1d,UnsafeObjectState,,桥机设计,False,桥机设计,['桥机零部件性能难以保证，故障频率较高，增加了事故风险。'],['HCA-805835d185'],['UnsafeObjectState:023365cbf36e22cffa112faaaf96258e'],['事故案例 3—010'],[]
['吊装组织不当'],,[],['调整吊装组织机构，选用责任强、懂业务有经验的起重人员。'],canonical,SafetyManagementDefect:canonical:5beaf07367a2ed7d5df9a2cc3f5c3a69,SafetyManagementDefect,,吊装组织不当,False,吊装组织不当,['吊装组织机构不完善，指挥人员缺乏经验，导致事故发生。'],['HCA-805835d185'],['SafetyManagementDefect:5beaf07367a2ed7d5df9a2cc3f5c3a69'],['事故案例 3—011'],[]
['吊装安全措施不足'],,[],['进一步完善现场吊装安全措施，保证安全施工。'],canonical,SafetyManagementDefect:canonical:474974f90790d8eb09eb729c1e1583ba,SafetyManagementDefect,,吊装安全措施不足,True,吊装安全措施不足,['现场吊装安全措施不完善，未能有效规避风险。'],['HCA-805835d185'],['SafetyManagementDefect:474974f90790d8eb09eb729c1e1583ba'],['事故案例 3—011'],[]
"['钢板起吊滑落伤害事故', '钢板起吊滑落伤害']",,[],[],canonical,AccidentCase:canonical:55e755233641fd877c10d9160a00a1fb,AccidentCase,,钢板起吊滑落伤害事故,False,钢板起吊滑落伤害事故,[],['HCA-496857956b'],['AccidentCase:HCA-496857956b'],[],[]
['吊运钢板'],,[],['安装处制安大车间龙门吊吊运7800cm×1950cm×14cm钢板'],canonical,ConstructionActivity:canonical:d8e9a6957dbee64f2cf3d017ee5c7711,ConstructionActivity,,吊运钢板,False,吊运钢板,['事故发生时的施工活动，涉及钢板的起吊和移动。'],['HCA-496857956b'],['ConstructionActivity:d8e9a6957dbee64f2cf3d017ee5c7711'],['事故经过'],[]
"['单吊一头平吊钩突然滑落', '单吊一头平吊钩滑落']",0.0,[],['单吊一头平吊钩突然滑落'],canonical,UnsafeObjectState:canonical:b886322dc1dc447c897ebf502edc69e0,UnsafeObjectState,2,单吊一头平吊钩突然滑落,False,单吊一头平吊钩突然滑落,"['吊钩滑落是事故发生的直接危险状态，导致钢板压伤人员。', '原文明确描述吊钩滑落是导致钢板压伤的直接危险状态。']",['HCA-496857956b'],"['UnsafeObjectState:b886322dc1dc447c897ebf502edc69e0', 'UnsafeObjectState:fbfd75dba2c39ebbed5f16f50c1c6d2e']",['事故经过'],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['头部伸进吊起钢板下方'],,[],['头部伸进吊起钢板下方'],canonical,UnsafeAction:canonical:fc45d125c5c5e22822b3f22a8e9eb041,UnsafeAction,,头部伸进吊起钢板下方,True,头部伸进吊起钢板下方,['作业人员在无防护措施情况下违章冒险作业，直接导致事故发生。'],['HCA-496857956b'],['UnsafeAction:fc45d125c5c5e22822b3f22a8e9eb041'],['事故经过'],[]
['违章进行起重吊运作业'],,[],['主要原因：违章进行起重吊运作业'],canonical,SafetyCultureDefect:canonical:611427e40a9dccacf16755e2d2b2f595,SafetyCultureDefect,,违章进行起重吊运作业,False,违章进行起重吊运作业,['主要原因是违章作业文化导致起重吊运作业未遵守安全规范。'],['HCA-496857956b'],['SafetyCultureDefect:611427e40a9dccacf16755e2d2b2f595'],['事故原因'],[]
['专业技术培训不足'],,[],['对临时工必须经过专业技术培训后，在带班人员的指挥下才能协助作业'],canonical,PreventiveMeasure:canonical:e0893832ec6128470fcd296fb700334e,PreventiveMeasure,,专业技术培训不足,False,专业技术培训不足,['对临时工进行专业技术培训是预防类似事故的重要措施。'],['HCA-496857956b'],['PreventiveMeasure:e0893832ec6128470fcd296fb700334e'],['预防措施'],[]
['施工单位B'],,[],['施工单位B'],canonical,EnvironmentCondition:canonical:07f2b00a60364df9505a1f6037962b24,EnvironmentCondition,,施工单位B,False,施工单位B,['事故发生的施工单位，负责相关作业的组织和管理。'],['HCA-496857956b'],['EnvironmentCondition:07f2b00a60364df9505a1f6037962b24'],['事故案例 3—012'],[]
['某电站制安大车间'],,[],['发生地点：某电站制安大车间'],canonical,EnvironmentCondition:canonical:cf3e9ac9a149dfa21f1d3617bd39dc24,EnvironmentCondition,,某电站制安大车间,False,某电站制安大车间,['事故发生的具体地点，安装处制安大车间。'],['HCA-496857956b'],['EnvironmentCondition:cf3e9ac9a149dfa21f1d3617bd39dc24'],['事故案例 3—012'],[]
['钢板重叠'],,[],['由于钢板重叠'],canonical,UnsafeObjectState:canonical:bd269a3c8b8e4bd4494a0322f4c22341,UnsafeObjectState,,钢板重叠,False,钢板重叠,['钢板重叠是导致吊运过程中不稳定的危险状态。'],['HCA-496857956b'],['UnsafeObjectState:bd269a3c8b8e4bd4494a0322f4c22341'],['事故经过'],[]
['1994年5月27日8时30分'],,[],['发生时间:1994年5月27日8时30分'],canonical,EnvironmentCondition:canonical:1e1c364b20ee01f14f71d26dd0c09bd0,EnvironmentCondition,,1994年5月27日8时30分,False,1994年5月27日8时30分,['事故发生的具体时间。'],['HCA-496857956b'],['EnvironmentCondition:1e1c364b20ee01f14f71d26dd0c09bd0'],['事故案例 3—012'],[]
['吊运钢板的特殊起重作业未制定和落实专项的防护措施'],,[],['吊运钢板的特殊起重作业未制定和落实专项的防护措施'],canonical,SafetyManagementDefect:canonical:ccbb7e544d136ded17ece0820d3ebce8,SafetyManagementDefect,,吊运钢板的特殊起重作业未制定和落实专项的防护措施,False,吊运钢板的特殊起重作业未制定和落实专项的防护措施,['事故原因明确指出未制定和落实专项防护措施，表明安全责任未落实。'],['HCA-496857956b'],['SafetyManagementDefect:ccbb7e544d136ded17ece0820d3ebce8'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
"['吊车吊物倾落伤害事故', '吊车吊物倾落伤害']",,[],[],canonical,AccidentCase:canonical:3b515b03474edaa6b47d87a99750f6a1,AccidentCase,,吊车吊物倾落伤害事故,False,吊车吊物倾落伤害事故,[],['HCA-fa34d0e640'],['AccidentCase:HCA-fa34d0e640'],[],[]
['左消力池'],,[],['发生地点：某电站工地左消力池'],canonical,EngineeringObject:canonical:cb36f616fcb509e6466ae32fb361571e,EngineeringObject,,左消力池,False,左消力池,['事故发生地点，电站工地的左消力池。'],['HCA-fa34d0e640'],['EngineeringObject:cb36f616fcb509e6466ae32fb361571e'],['事故案例 3—013'],[]
['吊车超重前倾'],,[],['吊臂在周转中倾角负荷不清，超重盲目起吊，致使吊车超重前倾。'],canonical,UnsafeObjectState:canonical:9e9eb530cd0da64931b00b84e6fd6aba,UnsafeObjectState,,吊车超重前倾,False,吊车超重前倾,['吊车因超重前倾导致吊臂钩和钢筋急速落地，直接引发事故。'],['HCA-fa34d0e640'],['UnsafeObjectState:9e9eb530cd0da64931b00b84e6fd6aba'],['事故原因'],[]
['非起重作业人员违章进入起重作业区'],,[],['非起重作业人员违章进入起重作业区。'],canonical,UnsafeAction:canonical:1a860406aa59a5c6a7af81640f180ed8,UnsafeAction,,非起重作业人员违章进入起重作业区,False,非起重作业人员违章进入起重作业区,['主要原因之一，非起重作业人员进入危险区域，导致事故发生。'],['HCA-fa34d0e640'],['UnsafeAction:1a860406aa59a5c6a7af81640f180ed8'],['事故原因'],[]
['违章进入起重作业区'],,[],['非起重作业人员违章进入起重作业区'],canonical,UnsafeAction:canonical:33e119551b17c6a2b5695d73f8c15a02,UnsafeAction,,违章进入起重作业区,True,违章进入起重作业区,['原文明确指出非起重作业人员违章进入危险区域，该行为直接促成事故发生。'],['HCA-fa34d0e640'],['UnsafeAction:33e119551b17c6a2b5695d73f8c15a02'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
['违章进入起重作业区'],,[],['非起重作业人员违章进入起重作业区'],canonical,SafetyCapabilityDefect:canonical:0db01d96ea300b7996a63cc78ceafdef,SafetyCapabilityDefect,,违章进入起重作业区,False,违章进入起重作业区,['原文明确指出非起重作业人员违章进入起重作业区，属于不良安全习惯的表现。'],['HCA-fa34d0e640'],['SafetyCapabilityDefect:0db01d96ea300b7996a63cc78ceafdef'],[],"['{""vote_count"": 3, ""yes"": 3, ""no"": 0, ""margin"": 3, ""min_vote_margin"": 1}']"
"['泄洪闸右支臂支铰吊装伤害事故', '泄洪闸右支臂支铰吊装伤害']",,[],[],canonical,AccidentCase:canonical:80a24dfebac8586261d658b610dc8f99,AccidentCase,,泄洪闸右支臂支铰吊装伤害事故,False,泄洪闸右支臂支铰吊装伤害事故,[],['HCA-2fd327f0fa'],['AccidentCase:HCA-2fd327f0fa'],[],[]
['右支臂支铰'],,[],['某电站5号泄洪闸右支臂———支铰重约30t'],canonical,EngineeringObject:canonical:96a6080150e72cf2df567191e0cf5b22,EngineeringObject,,右支臂支铰,False,右支臂支铰,['事故中吊装的工程对象，重量约30t，吊装过程中发生设备故障导致其坠落并造成损害。'],['HCA-2fd327f0fa'],['EngineeringObject:96a6080150e72cf2df567191e0cf5b22'],['事故经过'],[]
